,report_date,bond,bond_yield
7758,2021-12-21,ZARGB3,6.288
7759,2021-12-21,ZARGB5,7.633
7760,2021-12-21,ZARGB10,9.682
7743,2021-12-20,R186,7.55
11431,2021-12-20,ZARGB25,10.57
10721,2021-12-20,ZARGB20,10.569
10011,2021-12-20,ZARGB15,10.389
7742,2021-12-20,R2023,5.055
7741,2021-12-20,SATB12M,5.672
7744,2021-12-20,R2030,9.18
7747,2021-12-20,ZARGB2,5.584
7750,2021-12-20,ZARGB10,9.574
7749,2021-12-20,ZARGB5,7.546
7748,2021-12-20,ZARGB3,6.238
7745,2021-12-20,R213,9.46
12141,2021-12-20,ZARGB30,10.509
7746,2021-12-20,R209,10.185
7739,2021-12-17,ZARGB5,7.641
12140,2021-12-17,ZARGB30,10.624
7736,2021-12-17,R209,10.29
7735,2021-12-17,R213,9.555
7734,2021-12-17,R2030,9.28
7740,2021-12-17,ZARGB10,9.67
7733,2021-12-17,R186,7.65
7737,2021-12-17,ZARGB2,5.595
7738,2021-12-17,ZARGB3,6.277
10720,2021-12-17,ZARGB20,10.683
7732,2021-12-17,R2023,5.05
10010,2021-12-17,ZARGB15,10.487
7731,2021-12-17,SATB12M,5.672
11430,2021-12-17,ZARGB25,10.685
7730,2021-12-16,ZARGB10,9.828
7729,2021-12-16,ZARGB5,7.798
7727,2021-12-16,ZARGB2,5.686
7725,2021-12-16,R213,9.715
7724,2021-12-16,R2030,9.445
7723,2021-12-16,R186,7.81
7722,2021-12-16,R2023,5.125
7721,2021-12-16,SATB12M,5.716
7728,2021-12-16,ZARGB3,6.39
7726,2021-12-16,R209,10.44
12139,2021-12-16,ZARGB30,10.739
10009,2021-12-16,ZARGB15,10.632
11429,2021-12-16,ZARGB25,10.813
10719,2021-12-16,ZARGB20,10.815
7715,2021-12-15,R213,9.715
7720,2021-12-15,ZARGB10,9.827
10008,2021-12-15,ZARGB15,10.632
12138,2021-12-15,ZARGB30,10.739
7717,2021-12-15,ZARGB2,5.684
7716,2021-12-15,R209,10.44
7714,2021-12-15,R2030,9.445
7718,2021-12-15,ZARGB3,6.388
7713,2021-12-15,R186,7.81
11428,2021-12-15,ZARGB25,10.813
10718,2021-12-15,ZARGB20,10.815
7712,2021-12-15,R2023,5.125
7711,2021-12-15,SATB12M,5.716
7719,2021-12-15,ZARGB5,7.796
7701,2021-12-14,SATB12M,5.716
7702,2021-12-14,R2023,5.11
7703,2021-12-14,R186,7.765
7707,2021-12-14,ZARGB2,5.661
7704,2021-12-14,R2030,9.395
7709,2021-12-14,ZARGB5,7.75
10717,2021-12-14,ZARGB20,10.743
7706,2021-12-14,R209,10.375
7708,2021-12-14,ZARGB3,6.357
7705,2021-12-14,R213,9.665
7710,2021-12-14,ZARGB10,9.775
12137,2021-12-14,ZARGB30,10.674
10007,2021-12-14,ZARGB15,10.558
11427,2021-12-14,ZARGB25,10.742
10006,2021-12-13,ZARGB15,10.627
7691,2021-12-13,SATB12M,5.716
7692,2021-12-13,R2023,5.11
7693,2021-12-13,R186,7.83
7694,2021-12-13,R2030,9.475
7696,2021-12-13,R209,10.445
7697,2021-12-13,ZARGB2,5.673
7698,2021-12-13,ZARGB3,6.386
7699,2021-12-13,ZARGB5,7.812
7700,2021-12-13,ZARGB10,9.849
7695,2021-12-13,R213,9.74
12136,2021-12-13,ZARGB30,10.739
11426,2021-12-13,ZARGB25,10.807
10716,2021-12-13,ZARGB20,10.808
11425,2021-12-10,ZARGB25,10.762
7681,2021-12-10,SATB12M,5.716
7682,2021-12-10,R2023,5.09
7683,2021-12-10,R186,7.855
7684,2021-12-10,R2030,9.465
7685,2021-12-10,R213,9.74
7686,2021-12-10,R209,10.435
7688,2021-12-10,ZARGB3,6.381
7689,2021-12-10,ZARGB5,7.831
7690,2021-12-10,ZARGB10,9.846
7687,2021-12-10,ZARGB2,5.656
10005,2021-12-10,ZARGB15,10.611
10715,2021-12-10,ZARGB20,10.767
12135,2021-12-10,ZARGB30,10.694
7680,2021-12-09,ZARGB10,9.827
7676,2021-12-09,R209,10.4
7677,2021-12-09,ZARGB2,5.537
7678,2021-12-09,ZARGB3,6.29
7679,2021-12-09,ZARGB5,7.798
7673,2021-12-09,R186,7.825
10004,2021-12-09,ZARGB15,10.579
12134,2021-12-09,ZARGB30,10.639
7674,2021-12-09,R2030,9.455
10714,2021-12-09,ZARGB20,10.712
11424,2021-12-09,ZARGB25,10.707
7672,2021-12-09,R2023,4.95
7671,2021-12-09,SATB12M,5.705
7675,2021-12-09,R213,9.725
7665,2021-12-08,R213,9.71
7661,2021-12-08,SATB12M,5.705
7662,2021-12-08,R2023,4.94
7664,2021-12-08,R2030,9.44
7667,2021-12-08,ZARGB2,5.528
7663,2021-12-08,R186,7.83
7666,2021-12-08,R209,10.36
11423,2021-12-08,ZARGB25,10.628
7668,2021-12-08,ZARGB3,6.285
7670,2021-12-08,ZARGB10,9.808
10713,2021-12-08,ZARGB20,10.648
12133,2021-12-08,ZARGB30,10.555
7669,2021-12-08,ZARGB5,7.801
10003,2021-12-08,ZARGB15,10.522
7654,2021-12-07,R2030,9.46
12132,2021-12-07,ZARGB30,10.579
10002,2021-12-07,ZARGB15,10.524
7651,2021-12-07,SATB12M,5.705
7652,2021-12-07,R2023,4.92
7653,2021-12-07,R186,7.875
7655,2021-12-07,R213,9.725
7656,2021-12-07,R209,10.375
7657,2021-12-07,ZARGB2,5.519
7658,2021-12-07,ZARGB3,6.293
7659,2021-12-07,ZARGB5,7.843
7660,2021-12-07,ZARGB10,9.823
11422,2021-12-07,ZARGB25,10.64
10712,2021-12-07,ZARGB20,10.656
7642,2021-12-06,R2023,4.915
10001,2021-12-06,ZARGB15,10.577
12131,2021-12-06,ZARGB30,10.61
11421,2021-12-06,ZARGB25,10.69
7641,2021-12-06,SATB12M,5.705
7647,2021-12-06,ZARGB2,5.515
7643,2021-12-06,R186,7.885
7644,2021-12-06,R2030,9.47
7645,2021-12-06,R213,9.755
7646,2021-12-06,R209,10.42
7648,2021-12-06,ZARGB3,6.293
7649,2021-12-06,ZARGB5,7.851
7650,2021-12-06,ZARGB10,9.855
10711,2021-12-06,ZARGB20,10.713
7640,2021-12-03,ZARGB10,9.957
7639,2021-12-03,ZARGB5,7.884
12130,2021-12-03,ZARGB30,10.71
10000,2021-12-03,ZARGB15,10.682
7636,2021-12-03,R209,10.515
10710,2021-12-03,ZARGB20,10.813
11420,2021-12-03,ZARGB25,10.79
7637,2021-12-03,ZARGB2,5.496
7635,2021-12-03,R213,9.86
7634,2021-12-03,R2030,9.57
7633,2021-12-03,R186,7.925
7632,2021-12-03,R2023,4.89
7631,2021-12-03,SATB12M,5.705
7638,2021-12-03,ZARGB3,6.292
10709,2021-12-02,ZARGB20,10.813
7623,2021-12-02,R186,7.975
12129,2021-12-02,ZARGB30,10.701
9999,2021-12-02,ZARGB15,10.706
11419,2021-12-02,ZARGB25,10.787
7621,2021-12-02,SATB12M,5.716
7622,2021-12-02,R2023,4.94
7625,2021-12-02,R213,9.925
7624,2021-12-02,R2030,9.645
7626,2021-12-02,R209,10.54
7627,2021-12-02,ZARGB2,5.544
7628,2021-12-02,ZARGB3,6.34
7629,2021-12-02,ZARGB5,7.931
7630,2021-12-02,ZARGB10,10.016
7612,2021-12-01,R2023,4.95
11418,2021-12-01,ZARGB25,10.817
9998,2021-12-01,ZARGB15,10.74
12128,2021-12-01,ZARGB30,10.731
10708,2021-12-01,ZARGB20,10.843
7611,2021-12-01,SATB12M,5.716
7620,2021-12-01,ZARGB10,10.102
7613,2021-12-01,R186,8.04
7619,2021-12-01,ZARGB5,7.993
7618,2021-12-01,ZARGB3,6.373
7617,2021-12-01,ZARGB2,5.563
7616,2021-12-01,R209,10.575
7614,2021-12-01,R2030,9.75
7615,2021-12-01,R213,10.02
7608,2021-11-30,ZARGB3,6.389
7604,2021-11-30,R2030,9.745
9997,2021-11-30,ZARGB15,10.754
7601,2021-11-30,SATB12M,5.716
7602,2021-11-30,R2023,5.0
7603,2021-11-30,R186,8.02
11417,2021-11-30,ZARGB25,10.844
7610,2021-11-30,ZARGB10,10.099
12127,2021-11-30,ZARGB30,10.77
7605,2021-11-30,R213,10.015
7606,2021-11-30,R209,10.585
7607,2021-11-30,ZARGB2,5.597
10707,2021-11-30,ZARGB20,10.878
7609,2021-11-30,ZARGB5,7.972
12126,2021-11-29,ZARGB30,10.875
7600,2021-11-29,ZARGB10,10.176
9996,2021-11-29,ZARGB15,10.835
11416,2021-11-29,ZARGB25,10.949
7599,2021-11-29,ZARGB5,8.066
7592,2021-11-29,R2023,5.125
10706,2021-11-29,ZARGB20,10.99
7598,2021-11-29,ZARGB3,6.498
7596,2021-11-29,R209,10.675
7591,2021-11-29,SATB12M,5.716
7595,2021-11-29,R213,10.09
7594,2021-11-29,R2030,9.805
7597,2021-11-29,ZARGB2,5.714
7593,2021-11-29,R186,8.115
7590,2021-11-26,ZARGB10,10.273
7581,2021-11-26,SATB12M,5.716
11415,2021-11-26,ZARGB25,11.089
7589,2021-11-26,ZARGB5,8.134
7588,2021-11-26,ZARGB3,6.566
7587,2021-11-26,ZARGB2,5.782
7586,2021-11-26,R209,10.79
7585,2021-11-26,R213,10.185
7584,2021-11-26,R2030,9.91
12125,2021-11-26,ZARGB30,11.015
7583,2021-11-26,R186,8.19
7582,2021-11-26,R2023,5.2
9995,2021-11-26,ZARGB15,10.96
10705,2021-11-26,ZARGB20,11.122
7578,2021-11-25,ZARGB3,6.608
7577,2021-11-25,ZARGB2,5.865
7576,2021-11-25,R209,10.555
7579,2021-11-25,ZARGB5,8.095
7580,2021-11-25,ZARGB10,10.071
7574,2021-11-25,R2030,9.71
7573,2021-11-25,R186,8.15
7572,2021-11-25,R2023,5.315
7571,2021-11-25,SATB12M,5.498
11414,2021-11-25,ZARGB25,10.854
10704,2021-11-25,ZARGB20,10.884
7575,2021-11-25,R213,9.99
12124,2021-11-25,ZARGB30,10.78
9994,2021-11-25,ZARGB15,10.72
7570,2021-11-24,ZARGB10,10.105
7565,2021-11-24,R213,10.025
11413,2021-11-24,ZARGB25,10.894
12123,2021-11-24,ZARGB30,10.82
10703,2021-11-24,ZARGB20,10.92
7561,2021-11-24,SATB12M,5.498
7562,2021-11-24,R2023,5.31
7563,2021-11-24,R186,8.17
9993,2021-11-24,ZARGB15,10.753
7564,2021-11-24,R2030,9.745
7569,2021-11-24,ZARGB5,8.112
7568,2021-11-24,ZARGB3,6.613
7567,2021-11-24,ZARGB2,5.863
7566,2021-11-24,R209,10.585
7556,2021-11-23,R209,10.53
7555,2021-11-23,R213,9.93
7558,2021-11-23,ZARGB3,6.548
7554,2021-11-23,R2030,9.645
7552,2021-11-23,R2023,5.27
7551,2021-11-23,SATB12M,5.498
11412,2021-11-23,ZARGB25,10.819
7557,2021-11-23,ZARGB2,5.811
10702,2021-11-23,ZARGB20,10.856
7559,2021-11-23,ZARGB5,8.021
9992,2021-11-23,ZARGB15,10.701
7560,2021-11-23,ZARGB10,10.016
12122,2021-11-23,ZARGB30,10.745
7553,2021-11-23,R186,8.08
7546,2021-11-22,R209,10.445
7545,2021-11-22,R213,9.855
7544,2021-11-22,R2030,9.58
7543,2021-11-22,R186,8.04
7542,2021-11-22,R2023,5.255
7541,2021-11-22,SATB12M,5.498
10701,2021-11-22,ZARGB20,10.786
11411,2021-11-22,ZARGB25,10.752
9991,2021-11-22,ZARGB15,10.623
7547,2021-11-22,ZARGB2,5.789
7550,2021-11-22,ZARGB10,9.939
7548,2021-11-22,ZARGB3,6.519
12121,2021-11-22,ZARGB30,10.685
7549,2021-11-22,ZARGB5,7.98
9990,2021-11-19,ZARGB15,10.496
7537,2021-11-19,ZARGB2,5.758
12120,2021-11-19,ZARGB30,10.555
7540,2021-11-19,ZARGB10,9.813
7539,2021-11-19,ZARGB5,7.905
7538,2021-11-19,ZARGB3,6.474
7536,2021-11-19,R209,10.32
7535,2021-11-19,R213,9.73
7534,2021-11-19,R2030,9.465
7533,2021-11-19,R186,7.97
7532,2021-11-19,R2023,5.24
10700,2021-11-19,ZARGB20,10.662
11410,2021-11-19,ZARGB25,10.629
7531,2021-11-19,SATB12M,5.498
9989,2021-11-18,ZARGB15,10.491
12119,2021-11-18,ZARGB30,10.576
7521,2021-11-18,SATB12M,5.314
7522,2021-11-18,R2023,5.2
7523,2021-11-18,R186,7.945
7529,2021-11-18,ZARGB5,7.878
7528,2021-11-18,ZARGB3,6.438
10699,2021-11-18,ZARGB20,10.681
11409,2021-11-18,ZARGB25,10.656
7530,2021-11-18,ZARGB10,9.8
7527,2021-11-18,ZARGB2,5.719
7526,2021-11-18,R209,10.32
7525,2021-11-18,R213,9.715
7524,2021-11-18,R2030,9.43
7515,2021-11-17,R213,9.73
7514,2021-11-17,R2030,9.44
7513,2021-11-17,R186,7.915
7512,2021-11-17,R2023,5.18
7517,2021-11-17,ZARGB2,5.695
7511,2021-11-17,SATB12M,5.314
10698,2021-11-17,ZARGB20,10.706
7516,2021-11-17,R209,10.34
12118,2021-11-17,ZARGB30,10.62
7518,2021-11-17,ZARGB3,6.412
7519,2021-11-17,ZARGB5,7.846
7520,2021-11-17,ZARGB10,9.815
9988,2021-11-17,ZARGB15,10.511
11408,2021-11-17,ZARGB25,10.688
7504,2021-11-16,R2030,9.46
11407,2021-11-16,ZARGB25,10.644
12117,2021-11-16,ZARGB30,10.571
7501,2021-11-16,SATB12M,5.314
7502,2021-11-16,R2023,5.2
7503,2021-11-16,R186,7.975
7509,2021-11-16,ZARGB5,7.903
7505,2021-11-16,R213,9.75
7507,2021-11-16,ZARGB2,5.72
7508,2021-11-16,ZARGB3,6.448
10697,2021-11-16,ZARGB20,10.662
9987,2021-11-16,ZARGB15,10.476
7510,2021-11-16,ZARGB10,9.828
7506,2021-11-16,R209,10.31
7491,2021-11-15,SATB12M,5.314
10696,2021-11-15,ZARGB20,10.54
12116,2021-11-15,ZARGB30,10.441
11406,2021-11-15,ZARGB25,10.514
9986,2021-11-15,ZARGB15,10.358
7493,2021-11-15,R186,7.965
7492,2021-11-15,R2023,5.28
7494,2021-11-15,R2030,9.39
7496,2021-11-15,R209,10.185
7497,2021-11-15,ZARGB2,5.782
7498,2021-11-15,ZARGB3,6.486
7499,2021-11-15,ZARGB5,7.894
7500,2021-11-15,ZARGB10,9.737
7495,2021-11-15,R213,9.665
11405,2021-11-12,ZARGB25,10.533
12115,2021-11-12,ZARGB30,10.447
7488,2021-11-12,ZARGB3,6.522
7482,2021-11-12,R2023,5.32
7481,2021-11-12,SATB12M,5.314
9985,2021-11-12,ZARGB15,10.35
7490,2021-11-12,ZARGB10,9.731
7489,2021-11-12,ZARGB5,7.933
7487,2021-11-12,ZARGB2,5.817
7486,2021-11-12,R209,10.18
7485,2021-11-12,R213,9.66
7484,2021-11-12,R2030,9.385
7483,2021-11-12,R186,8.01
10695,2021-11-12,ZARGB20,10.557
11404,2021-11-11,ZARGB25,10.458
7479,2021-11-11,ZARGB5,7.891
7471,2021-11-11,SATB12M,5.293
7472,2021-11-11,R2023,5.275
7473,2021-11-11,R186,7.97
12114,2021-11-11,ZARGB30,10.39
7474,2021-11-11,R2030,9.28
7475,2021-11-11,R213,9.55
7476,2021-11-11,R209,10.09
7477,2021-11-11,ZARGB2,5.771
10694,2021-11-11,ZARGB20,10.48
7478,2021-11-11,ZARGB3,6.477
9984,2021-11-11,ZARGB15,10.263
7480,2021-11-11,ZARGB10,9.624
11403,2021-11-10,ZARGB25,10.593
7461,2021-11-10,SATB12M,5.293
10693,2021-11-10,ZARGB20,10.611
7462,2021-11-10,R2023,5.35
7463,2021-11-10,R186,8.01
7464,2021-11-10,R2030,9.36
7465,2021-11-10,R213,9.625
7466,2021-11-10,R209,10.18
7467,2021-11-10,ZARGB2,5.837
12113,2021-11-10,ZARGB30,10.525
7468,2021-11-10,ZARGB3,6.535
7469,2021-11-10,ZARGB5,7.93
7470,2021-11-10,ZARGB10,9.701
9983,2021-11-10,ZARGB15,10.356
10692,2021-11-09,ZARGB20,10.52
7453,2021-11-09,R186,7.87
7459,2021-11-09,ZARGB5,7.791
7454,2021-11-09,R2030,9.255
12112,2021-11-09,ZARGB30,10.44
9982,2021-11-09,ZARGB15,10.287
7452,2021-11-09,R2023,5.305
11402,2021-11-09,ZARGB25,10.501
7451,2021-11-09,SATB12M,5.293
7455,2021-11-09,R213,9.525
7456,2021-11-09,R209,10.115
7457,2021-11-09,ZARGB2,5.773
7458,2021-11-09,ZARGB3,6.446
7460,2021-11-09,ZARGB10,9.605
9981,2021-11-08,ZARGB15,10.351
7445,2021-11-08,R213,9.61
7446,2021-11-08,R209,10.18
7448,2021-11-08,ZARGB3,6.518
7444,2021-11-08,R2030,9.33
7443,2021-11-08,R186,7.955
7442,2021-11-08,R2023,5.37
7441,2021-11-08,SATB12M,5.293
7447,2021-11-08,ZARGB2,5.84
11401,2021-11-08,ZARGB25,10.551
7449,2021-11-08,ZARGB5,7.873
10691,2021-11-08,ZARGB20,10.57
7450,2021-11-08,ZARGB10,9.687
12111,2021-11-08,ZARGB30,10.49
11400,2021-11-05,ZARGB25,10.653
7438,2021-11-05,ZARGB3,6.566
7435,2021-11-05,R213,9.74
7434,2021-11-05,R2030,9.435
7433,2021-11-05,R186,8.04
7432,2021-11-05,R2023,5.4
7431,2021-11-05,SATB12M,5.293
7440,2021-11-05,ZARGB10,9.816
7439,2021-11-05,ZARGB5,7.951
7437,2021-11-05,ZARGB2,5.874
9980,2021-11-05,ZARGB15,10.482
12110,2021-11-05,ZARGB30,10.586
10690,2021-11-05,ZARGB20,10.678
7436,2021-11-05,R209,10.31
12109,2021-11-04,ZARGB30,10.691
7430,2021-11-04,ZARGB10,9.921
7429,2021-11-04,ZARGB5,8.032
7428,2021-11-04,ZARGB3,6.616
7427,2021-11-04,ZARGB2,5.908
7426,2021-11-04,R209,10.415
7424,2021-11-04,R2030,9.535
7423,2021-11-04,R186,8.125
7422,2021-11-04,R2023,5.425
7421,2021-11-04,SATB12M,5.249
11399,2021-11-04,ZARGB25,10.758
10689,2021-11-04,ZARGB20,10.783
9979,2021-11-04,ZARGB15,10.583
7425,2021-11-04,R213,9.845
11398,2021-11-03,ZARGB25,10.868
9978,2021-11-03,ZARGB15,10.714
7416,2021-11-03,R209,10.54
7419,2021-11-03,ZARGB5,8.158
7413,2021-11-03,R186,8.255
7415,2021-11-03,R213,9.975
7420,2021-11-03,ZARGB10,10.05
7417,2021-11-03,ZARGB2,5.983
7414,2021-11-03,R2030,9.65
12108,2021-11-03,ZARGB30,10.801
7412,2021-11-03,R2023,5.49
7411,2021-11-03,SATB12M,5.249
10688,2021-11-03,ZARGB20,10.897
7418,2021-11-03,ZARGB3,6.708
7410,2021-11-02,ZARGB10,10.024
12107,2021-11-02,ZARGB30,10.765
7406,2021-11-02,R209,10.51
7405,2021-11-02,R213,9.95
7403,2021-11-02,R186,8.23
7402,2021-11-02,R2023,5.58
7401,2021-11-02,SATB12M,5.249
7409,2021-11-02,ZARGB5,8.135
7404,2021-11-02,R2030,9.615
7407,2021-11-02,ZARGB2,6.05
11397,2021-11-02,ZARGB25,10.826
9977,2021-11-02,ZARGB15,10.683
10687,2021-11-02,ZARGB20,10.864
7408,2021-11-02,ZARGB3,6.745
9976,2021-11-01,ZARGB15,10.669
7400,2021-11-01,ZARGB10,10.031
7398,2021-11-01,ZARGB3,6.716
7397,2021-11-01,ZARGB2,6.034
7396,2021-11-01,R209,10.5
7395,2021-11-01,R213,9.96
7394,2021-11-01,R2030,9.625
7393,2021-11-01,R186,8.175
7392,2021-11-01,R2023,5.575
7391,2021-11-01,SATB12M,5.249
7399,2021-11-01,ZARGB5,8.08
12106,2021-11-01,ZARGB30,10.775
11396,2021-11-01,ZARGB25,10.83
10686,2021-11-01,ZARGB20,10.868
12105,2021-10-29,ZARGB30,10.775
7381,2021-10-29,SATB12M,5.249
7382,2021-10-29,R2023,5.575
7383,2021-10-29,R186,8.175
7384,2021-10-29,R2030,9.625
7385,2021-10-29,R213,9.96
7386,2021-10-29,R209,10.5
7387,2021-10-29,ZARGB2,6.029
7388,2021-10-29,ZARGB3,6.711
7389,2021-10-29,ZARGB5,8.074
7390,2021-10-29,ZARGB10,10.03
10685,2021-10-29,ZARGB20,10.868
11395,2021-10-29,ZARGB25,10.83
9975,2021-10-29,ZARGB15,10.667
7374,2021-10-28,R2030,9.59
7375,2021-10-28,R213,9.93
7376,2021-10-28,R209,10.565
7377,2021-10-28,ZARGB2,5.983
7378,2021-10-28,ZARGB3,6.652
7379,2021-10-28,ZARGB5,7.989
7380,2021-10-28,ZARGB10,10.012
7372,2021-10-28,R2023,5.54
12104,2021-10-28,ZARGB30,10.87
7373,2021-10-28,R186,8.09
9974,2021-10-28,ZARGB15,10.731
11394,2021-10-28,ZARGB25,10.925
7371,2021-10-28,SATB12M,5.195
10684,2021-10-28,ZARGB20,10.939
7363,2021-10-27,R186,7.94
7366,2021-10-27,R209,10.51
7367,2021-10-27,ZARGB2,5.881
7368,2021-10-27,ZARGB3,6.534
7369,2021-10-27,ZARGB5,7.84
7365,2021-10-27,R213,9.83
7361,2021-10-27,SATB12M,5.195
7362,2021-10-27,R2023,5.45
7364,2021-10-27,R2030,9.485
7370,2021-10-27,ZARGB10,9.917
10683,2021-10-27,ZARGB20,10.892
9973,2021-10-27,ZARGB15,10.672
12103,2021-10-27,ZARGB30,10.815
11393,2021-10-27,ZARGB25,10.87
7359,2021-10-26,ZARGB5,7.847
7354,2021-10-26,R2030,9.495
7355,2021-10-26,R213,9.835
7356,2021-10-26,R209,10.525
7357,2021-10-26,ZARGB2,5.869
7358,2021-10-26,ZARGB3,6.528
7360,2021-10-26,ZARGB10,9.923
9972,2021-10-26,ZARGB15,10.696
7352,2021-10-26,R2023,5.435
10682,2021-10-26,ZARGB20,10.907
7351,2021-10-26,SATB12M,5.195
11392,2021-10-26,ZARGB25,10.885
12102,2021-10-26,ZARGB30,10.83
7353,2021-10-26,R186,7.95
7349,2021-10-25,ZARGB5,7.874
11391,2021-10-25,ZARGB25,10.94
7350,2021-10-25,ZARGB10,9.969
7341,2021-10-25,SATB12M,5.195
7348,2021-10-25,ZARGB3,6.536
7346,2021-10-25,R209,10.58
7345,2021-10-25,R213,9.88
7344,2021-10-25,R2030,9.54
7343,2021-10-25,R186,7.98
7342,2021-10-25,R2023,5.43
9971,2021-10-25,ZARGB15,10.747
10681,2021-10-25,ZARGB20,10.962
7347,2021-10-25,ZARGB2,5.868
12101,2021-10-25,ZARGB30,10.885
7332,2021-10-22,R2023,5.465
9970,2021-10-22,ZARGB15,10.753
10680,2021-10-22,ZARGB20,10.972
11390,2021-10-22,ZARGB25,10.943
7331,2021-10-22,SATB12M,5.195
12100,2021-10-22,ZARGB30,10.876
7333,2021-10-22,R186,8.05
7334,2021-10-22,R2030,9.57
7340,2021-10-22,ZARGB10,9.992
7339,2021-10-22,ZARGB5,7.937
7338,2021-10-22,ZARGB3,6.581
7337,2021-10-22,ZARGB2,5.903
7336,2021-10-22,R209,10.595
7335,2021-10-22,R213,9.905
12099,2021-10-21,ZARGB30,10.83
9969,2021-10-21,ZARGB15,10.679
10679,2021-10-21,ZARGB20,10.899
11389,2021-10-21,ZARGB25,10.885
7321,2021-10-21,SATB12M,5.141
7325,2021-10-21,R213,9.8
7330,2021-10-21,ZARGB10,9.891
7329,2021-10-21,ZARGB5,7.841
7328,2021-10-21,ZARGB3,6.501
7327,2021-10-21,ZARGB2,5.831
7326,2021-10-21,R209,10.525
7322,2021-10-21,R2023,5.4
7323,2021-10-21,R186,7.955
7324,2021-10-21,R2030,9.46
7318,2021-10-20,ZARGB3,6.444
12098,2021-10-20,ZARGB30,10.676
9968,2021-10-20,ZARGB15,10.54
10678,2021-10-20,ZARGB20,10.758
7319,2021-10-20,ZARGB5,7.748
11388,2021-10-20,ZARGB25,10.737
7311,2021-10-20,SATB12M,5.141
7312,2021-10-20,R2023,5.375
7320,2021-10-20,ZARGB10,9.76
7314,2021-10-20,R2030,9.34
7315,2021-10-20,R213,9.67
7316,2021-10-20,R209,10.39
7317,2021-10-20,ZARGB2,5.793
7313,2021-10-20,R186,7.86
11387,2021-10-19,ZARGB25,10.71
10677,2021-10-19,ZARGB20,10.728
12097,2021-10-19,ZARGB30,10.655
7307,2021-10-19,ZARGB2,5.816
7305,2021-10-19,R213,9.705
7310,2021-10-19,ZARGB10,9.79
7309,2021-10-19,ZARGB5,7.794
7308,2021-10-19,ZARGB3,6.475
7306,2021-10-19,R209,10.385
7301,2021-10-19,SATB12M,5.141
7302,2021-10-19,R2023,5.395
7303,2021-10-19,R186,7.91
7304,2021-10-19,R2030,9.365
9967,2021-10-19,ZARGB15,10.537
7299,2021-10-18,ZARGB5,7.87
11386,2021-10-18,ZARGB25,10.815
7292,2021-10-18,R2023,5.425
9966,2021-10-18,ZARGB15,10.623
12096,2021-10-18,ZARGB30,10.76
10676,2021-10-18,ZARGB20,10.833
7298,2021-10-18,ZARGB3,6.525
7300,2021-10-18,ZARGB10,9.897
7293,2021-10-18,R186,7.99
7294,2021-10-18,R2030,9.47
7295,2021-10-18,R213,9.815
7296,2021-10-18,R209,10.475
7297,2021-10-18,ZARGB2,5.853
7291,2021-10-18,SATB12M,5.141
9965,2021-10-15,ZARGB15,10.573
10675,2021-10-15,ZARGB20,10.79
7283,2021-10-15,R186,7.84
11385,2021-10-15,ZARGB25,10.777
12095,2021-10-15,ZARGB30,10.716
7281,2021-10-15,SATB12M,5.141
7282,2021-10-15,R2023,5.345
7284,2021-10-15,R2030,9.395
7285,2021-10-15,R213,9.74
7286,2021-10-15,R209,10.43
7287,2021-10-15,ZARGB2,5.755
7288,2021-10-15,ZARGB3,6.41
7290,2021-10-15,ZARGB10,9.824
7289,2021-10-15,ZARGB5,7.718
12094,2021-10-14,ZARGB30,10.737
9964,2021-10-14,ZARGB15,10.622
7272,2021-10-14,R2023,5.315
7273,2021-10-14,R186,7.845
7274,2021-10-14,R2030,9.425
7275,2021-10-14,R213,9.765
7276,2021-10-14,R209,10.48
7277,2021-10-14,ZARGB2,5.729
7278,2021-10-14,ZARGB3,6.393
7279,2021-10-14,ZARGB5,7.72
7280,2021-10-14,ZARGB10,9.852
11384,2021-10-14,ZARGB25,10.81
10674,2021-10-14,ZARGB20,10.826
7271,2021-10-14,SATB12M,5.131
7265,2021-10-13,R213,9.705
7261,2021-10-13,SATB12M,5.131
9963,2021-10-13,ZARGB15,10.563
7262,2021-10-13,R2023,5.3
7263,2021-10-13,R186,7.79
7264,2021-10-13,R2030,9.37
7270,2021-10-13,ZARGB10,9.792
7269,2021-10-13,ZARGB5,7.665
7268,2021-10-13,ZARGB3,6.359
7267,2021-10-13,ZARGB2,5.706
7266,2021-10-13,R209,10.425
11383,2021-10-13,ZARGB25,10.751
12093,2021-10-13,ZARGB30,10.677
10673,2021-10-13,ZARGB20,10.766
7260,2021-10-12,ZARGB10,9.954
7257,2021-10-12,ZARGB2,5.749
7251,2021-10-12,SATB12M,5.131
7252,2021-10-12,R2023,5.33
7253,2021-10-12,R186,7.91
7254,2021-10-12,R2030,9.555
7255,2021-10-12,R213,9.87
7256,2021-10-12,R209,10.565
7258,2021-10-12,ZARGB3,6.425
7259,2021-10-12,ZARGB5,7.778
11382,2021-10-12,ZARGB25,10.881
9962,2021-10-12,ZARGB15,10.702
10672,2021-10-12,ZARGB20,10.9
12092,2021-10-12,ZARGB30,10.807
7246,2021-10-11,R209,10.6
11381,2021-10-11,ZARGB25,10.924
9961,2021-10-11,ZARGB15,10.737
7242,2021-10-11,R2023,5.42
7243,2021-10-11,R186,7.96
7244,2021-10-11,R2030,9.56
7245,2021-10-11,R213,9.9
7241,2021-10-11,SATB12M,5.131
7247,2021-10-11,ZARGB2,5.831
